Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2021,FEMALE,BLACK NON HISPANIC,Mary4781,119,32
2022,MALE,HISPANIC,Robert4782,118,33
2023,FEMALE,WHITE NON HISPANIC,Patricia4783,117,34
2016,MALE,OTHER ETHNICITY,Michael4784,116,35
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer4785,115,36
2018,MALE,BLACK NON HISPANIC,William4786,114,37
2019,FEMALE,HISPANIC,Linda4787,113,38
2020,MALE,WHITE NON HISPANIC,David4788,112,39
2021,FEMALE,OTHER ETHNICITY,Barbara4789,111,40
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard4790,110,41
2023,FEMALE,BLACK NON HISPANIC,Susan4791,109,42
2016,MALE,HISPANIC,Joseph4792,108,43
2017,FEMALE,WHITE NON HISPANIC,Jessica4793,107,44
2018,MALE,OTHER ETHNICITY,Thomas4794,106,45
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah4795,105,46
2020,MALE,BLACK NON HISPANIC,Charles4796,104,47
2021,FEMALE,HISPANIC,Karen4797,103,48
2022,MALE,WHITE NON HISPANIC,Christopher4798,102,49
2023,FEMALE,OTHER ETHNICITY,Nancy4799,101,50
2016,MALE,ASIAN AND PACIFIC ISLANDER,James4800,200,1
2017,FEMALE,BLACK NON HISPANIC,Mary4801,199,2
2018,MALE,HISPANIC,Robert4802,198,3
2019,FEMALE,WHITE NON HISPANIC,Patricia4803,197,4
2020,MALE,OTHER ETHNICITY,Michael4804,196,5
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer4805,195,6
2022,MALE,BLACK NON HISPANIC,William4806,194,7
2023,FEMALE,HISPANIC,Linda4807,193,8
2016,MALE,WHITE NON HISPANIC,David4808,192,9
2017,FEMALE,OTHER ETHNICITY,Barbara4809,191,10
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard4810,190,11
2019,FEMALE,BLACK NON HISPANIC,Susan4811,189,12
2020,MALE,HISPANIC,Joseph4812,188,13
2021,FEMALE,WHITE NON HISPANIC,Jessica4813,187,14
2022,MALE,OTHER ETHNICITY,Thomas4814,186,15
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah4815,185,16
2016,MALE,BLACK NON HISPANIC,Charles4816,184,17
2017,FEMALE,HISPANIC,Karen4817,183,18
2018,MALE,WHITE NON HISPANIC,Christopher4818,182,19
2019,FEMALE,OTHER ETHNICITY,Nancy4819,181,20
2020,MALE,ASIAN AND PACIFIC ISLANDER,James4820,180,21
2021,FEMALE,BLACK NON HISPANIC,Mary4821,179,22
2022,MALE,HISPANIC,Robert4822,178,23
2023,FEMALE,WHITE NON HISPANIC,Patricia4823,177,24
2016,MALE,OTHER ETHNICITY,Michael4824,176,25
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer4825,175,26
2018,MALE,BLACK NON HISPANIC,William4826,174,27
2019,FEMALE,HISPANIC,Linda4827,173,28
2020,MALE,WHITE NON HISPANIC,David4828,172,29
2021,FEMALE,OTHER ETHNICITY,Barbara4829,171,30
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard4830,170,31
2023,FEMALE,BLACK NON HISPANIC,Susan4831,169,32
2016,MALE,HISPANIC,Joseph4832,168,33
2017,FEMALE,WHITE NON HISPANIC,Jessica4833,167,34
2018,MALE,OTHER ETHNICITY,Thomas4834,166,35
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah4835,165,36
2020,MALE,BLACK NON HISPANIC,Charles4836,164,37
2021,FEMALE,HISPANIC,Karen4837,163,38
2022,MALE,WHITE NON HISPANIC,Christopher4838,162,39
2023,FEMALE,OTHER ETHNICITY,Nancy4839,161,40
2016,MALE,ASIAN AND PACIFIC ISLANDER,James4840,160,41
2017,FEMALE,BLACK NON HISPANIC,Mary4841,159,42
2018,MALE,HISPANIC,Robert4842,158,43
2019,FEMALE,WHITE NON HISPANIC,Patricia4843,157,44
2020,MALE,OTHER ETHNICITY,Michael4844,156,45
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer4845,155,46
2022,MALE,BLACK NON HISPANIC,William4846,154,47
2023,FEMALE,HISPANIC,Linda4847,153,48
2016,MALE,WHITE NON HISPANIC,David4848,152,49
2017,FEMALE,OTHER ETHNICITY,Barbara4849,151,50
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard4850,150,1
2019,FEMALE,BLACK NON HISPANIC,Susan4851,149,2
2020,MALE,HISPANIC,Joseph4852,148,3
2021,FEMALE,WHITE NON HISPANIC,Jessica4853,147,4
2022,MALE,OTHER ETHNICITY,Thomas4854,146,5
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah4855,145,6
2016,MALE,BLACK NON HISPANIC,Charles4856,144,7
2017,FEMALE,HISPANIC,Karen4857,143,8
2018,MALE,WHITE NON HISPANIC,Christopher4858,142,9
2019,FEMALE,OTHER ETHNICITY,Nancy4859,141,10
2020,MALE,ASIAN AND PACIFIC ISLANDER,James4860,140,11
2021,FEMALE,BLACK NON HISPANIC,Mary4861,139,12
2022,MALE,HISPANIC,Robert4862,138,13
2023,FEMALE,WHITE NON HISPANIC,Patricia4863,137,14
2016,MALE,OTHER ETHNICITY,Michael4864,136,15
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer4865,135,16
2018,MALE,BLACK NON HISPANIC,William4866,134,17
2019,FEMALE,HISPANIC,Linda4867,133,18
2020,MALE,WHITE NON HISPANIC,David4868,132,19
2021,FEMALE,OTHER ETHNICITY,Barbara4869,131,20
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard4870,130,21
2023,FEMALE,BLACK NON HISPANIC,Susan4871,129,22
2016,MALE,HISPANIC,Joseph4872,128,23
2017,FEMALE,WHITE NON HISPANIC,Jessica4873,127,24
2018,MALE,OTHER ETHNICITY,Thomas4874,126,25
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah4875,125,26
2020,MALE,BLACK NON HISPANIC,Charles4876,124,27
2021,FEMALE,HISPANIC,Karen4877,123,28
2022,MALE,WHITE NON HISPANIC,Christopher4878,122,29
2023,FEMALE,OTHER ETHNICITY,Nancy4879,121,30
2016,MALE,ASIAN AND PACIFIC ISLANDER,James4880,120,31
2017,FEMALE,BLACK NON HISPANIC,Mary4881,119,32
2018,MALE,HISPANIC,Robert4882,118,33
2019,FEMALE,WHITE NON HISPANIC,Patricia4883,117,34
2020,MALE,OTHER ETHNICITY,Michael4884,116,35
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer4885,115,36
2022,MALE,BLACK NON HISPANIC,William4886,114,37
2023,FEMALE,HISPANIC,Linda4887,113,38
2016,MALE,WHITE NON HISPANIC,David4888,112,39
2017,FEMALE,OTHER ETHNICITY,Barbara4889,111,40
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard4890,110,41
2019,FEMALE,BLACK NON HISPANIC,Susan4891,109,42
2020,MALE,HISPANIC,Joseph4892,108,43
2021,FEMALE,WHITE NON HISPANIC,Jessica4893,107,44
2022,MALE,OTHER ETHNICITY,Thomas4894,106,45
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah4895,105,46
2016,MALE,BLACK NON HISPANIC,Charles4896,104,47
2017,FEMALE,HISPANIC,Karen4897,103,48
2018,MALE,WHITE NON HISPANIC,Christopher4898,102,49
2019,FEMALE,OTHER ETHNICITY,Nancy4899,101,50
2020,MALE,ASIAN AND PACIFIC ISLANDER,James4900,200,1
2021,FEMALE,BLACK NON HISPANIC,Mary4901,199,2
2022,MALE,HISPANIC,Robert4902,198,3
2023,FEMALE,WHITE NON HISPANIC,Patricia4903,197,4
2016,MALE,OTHER ETHNICITY,Michael4904,196,5
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer4905,195,6
2018,MALE,BLACK NON HISPANIC,William4906,194,7
2019,FEMALE,HISPANIC,Linda4907,193,8
2020,MALE,WHITE NON HISPANIC,David4908,192,9
2021,FEMALE,OTHER ETHNICITY,Barbara4909,191,10
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard4910,190,11
2023,FEMALE,BLACK NON HISPANIC,Susan4911,189,12
2016,MALE,HISPANIC,Joseph4912,188,13
2017,FEMALE,WHITE NON HISPANIC,Jessica4913,187,14
2018,MALE,OTHER ETHNICITY,Thomas4914,186,15
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah4915,185,16
2020,MALE,BLACK NON HISPANIC,Charles4916,184,17
2021,FEMALE,HISPANIC,Karen4917,183,18
2022,MALE,WHITE NON HISPANIC,Christopher4918,182,19
2023,FEMALE,OTHER ETHNICITY,Nancy4919,181,20
2016,MALE,ASIAN AND PACIFIC ISLANDER,James4920,180,21
2017,FEMALE,BLACK NON HISPANIC,Mary4921,179,22
2018,MALE,HISPANIC,Robert4922,178,23
2019,FEMALE,WHITE NON HISPANIC,Patricia4923,177,24
2020,MALE,OTHER ETHNICITY,Michael4924,176,25
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer4925,175,26
2022,MALE,BLACK NON HISPANIC,William4926,174,27
2023,FEMALE,HISPANIC,Linda4927,173,28
2016,MALE,WHITE NON HISPANIC,David4928,172,29
2017,FEMALE,OTHER ETHNICITY,Barbara4929,171,30
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard4930,170,31
2019,FEMALE,BLACK NON HISPANIC,Susan4931,169,32
2020,MALE,HISPANIC,Joseph4932,168,33
2021,FEMALE,WHITE NON HISPANIC,Jessica4933,167,34
2022,MALE,OTHER ETHNICITY,Thomas4934,166,35
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah4935,165,36
2016,MALE,BLACK NON HISPANIC,Charles4936,164,37
2017,FEMALE,HISPANIC,Karen4937,163,38
2018,MALE,WHITE NON HISPANIC,Christopher4938,162,39
2019,FEMALE,OTHER ETHNICITY,Nancy4939,161,40
2020,MALE,ASIAN AND PACIFIC ISLANDER,James4940,160,41
2021,FEMALE,BLACK NON HISPANIC,Mary4941,159,42
2022,MALE,HISPANIC,Robert4942,158,43
2023,FEMALE,WHITE NON HISPANIC,Patricia4943,157,44
2016,MALE,OTHER ETHNICITY,Michael4944,156,45
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer4945,155,46
2018,MALE,BLACK NON HISPANIC,William4946,154,47
2019,FEMALE,HISPANIC,Linda4947,153,48
2020,MALE,WHITE NON HISPANIC,David4948,152,49
2021,FEMALE,OTHER ETHNICITY,Barbara4949,151,50
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard4950,150,1
2023,FEMALE,BLACK NON HISPANIC,Susan4951,149,2
2016,MALE,HISPANIC,Joseph4952,148,3
2017,FEMALE,WHITE NON HISPANIC,Jessica4953,147,4
2018,MALE,OTHER ETHNICITY,Thomas4954,146,5
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah4955,145,6
2020,MALE,BLACK NON HISPANIC,Charles4956,144,7
2021,FEMALE,HISPANIC,Karen4957,143,8
2022,MALE,WHITE NON HISPANIC,Christopher4958,142,9
2023,FEMALE,OTHER ETHNICITY,Nancy4959,141,10
2016,MALE,ASIAN AND PACIFIC ISLANDER,James4960,140,11
2017,FEMALE,BLACK NON HISPANIC,Mary4961,139,12
2018,MALE,HISPANIC,Robert4962,138,13
2019,FEMALE,WHITE NON HISPANIC,Patricia4963,137,14
2020,MALE,OTHER ETHNICITY,Michael4964,136,15
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer4965,135,16
2022,MALE,BLACK NON HISPANIC,William4966,134,17
2023,FEMALE,HISPANIC,Linda4967,133,18
2016,MALE,WHITE NON HISPANIC,David4968,132,19
2017,FEMALE,OTHER ETHNICITY,Barbara4969,131,20
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard4970,130,21
2019,FEMALE,BLACK NON HISPANIC,Susan4971,129,22
2020,MALE,HISPANIC,Joseph4972,128,23
2021,FEMALE,WHITE NON HISPANIC,Jessica4973,127,24
2022,MALE,OTHER ETHNICITY,Thomas4974,126,25
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah4975,125,26
2016,MALE,BLACK NON HISPANIC,Charles4976,124,27
2017,FEMALE,HISPANIC,Karen4977,123,28
2018,MALE,WHITE NON HISPANIC,Christopher4978,122,29
2019,FEMALE,OTHER ETHNICITY,Nancy4979,121,30
2020,MALE,ASIAN AND PACIFIC ISLANDER,James4980,120,31
2021,FEMALE,BLACK NON HISPANIC,Mary4981,119,32
2022,MALE,HISPANIC,Robert4982,118,33
2023,FEMALE,WHITE NON HISPANIC,Patricia4983,117,34
2016,MALE,OTHER ETHNICITY,Michael4984,116,35
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer4985,115,36
2018,MALE,BLACK NON HISPANIC,William4986,114,37
2019,FEMALE,HISPANIC,Linda4987,113,38
2020,MALE,WHITE NON HISPANIC,David4988,112,39
2021,FEMALE,OTHER ETHNICITY,Barbara4989,111,40
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard4990,110,41
2023,FEMALE,BLACK NON HISPANIC,Susan4991,109,42
2016,MALE,HISPANIC,Joseph4992,108,43
2017,FEMALE,WHITE NON HISPANIC,Jessica4993,107,44
2018,MALE,OTHER ETHNICITY,Thomas4994,106,45
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah4995,105,46
2020,MALE,BLACK NON HISPANIC,Charles4996,104,47
2021,FEMALE,HISPANIC,Karen4997,103,48
2022,MALE,WHITE NON HISPANIC,Christopher4998,102,49
2023,FEMALE,OTHER ETHNICITY,Nancy4999,101,50
2016,MALE,ASIAN AND PACIFIC ISLANDER,James5000,200,1
2017,FEMALE,BLACK NON HISPANIC,Mary5001,199,2
2018,MALE,HISPANIC,Robert5002,198,3
2019,FEMALE,WHITE NON HISPANIC,Patricia5003,197,4
2020,MALE,OTHER ETHNICITY,Michael5004,196,5
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer5005,195,6
2022,MALE,BLACK NON HISPANIC,William5006,194,7
2023,FEMALE,HISPANIC,Linda5007,193,8
2016,MALE,WHITE NON HISPANIC,David5008,192,9
2017,FEMALE,OTHER ETHNICITY,Barbara5009,191,10
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard5010,190,11
2019,FEMALE,BLACK NON HISPANIC,Susan5011,189,12
2020,MALE,HISPANIC,Joseph5012,188,13
2021,FEMALE,WHITE NON HISPANIC,Jessica5013,187,14
2022,MALE,OTHER ETHNICITY,Thomas5014,186,15
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah5015,185,16
2016,MALE,BLACK NON HISPANIC,Charles5016,184,17
2017,FEMALE,HISPANIC,Karen5017,183,18
2018,MALE,WHITE NON HISPANIC,Christopher5018,182,19
2019,FEMALE,OTHER ETHNICITY,Nancy5019,181,20
2020,MALE,ASIAN AND PACIFIC ISLANDER,James5020,180,21
2021,FEMALE,BLACK NON HISPANIC,Mary5021,179,22
2022,MALE,HISPANIC,Robert5022,178,23
2023,FEMALE,WHITE NON HISPANIC,Patricia5023,177,24
2016,MALE,OTHER ETHNICITY,Michael5024,176,25
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer5025,175,26
2018,MALE,BLACK NON HISPANIC,William5026,174,27
2019,FEMALE,HISPANIC,Linda5027,173,28
2020,MALE,WHITE NON HISPANIC,David5028,172,29
2021,FEMALE,OTHER ETHNICITY,Barbara5029,171,30
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard5030,170,31
2023,FEMALE,BLACK NON HISPANIC,Susan5031,169,32
2016,MALE,HISPANIC,Joseph5032,168,33
2017,FEMALE,WHITE NON HISPANIC,Jessica5033,167,34
2018,MALE,OTHER ETHNICITY,Thomas5034,166,35
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah5035,165,36
2020,MALE,BLACK NON HISPANIC,Charles5036,164,37
2021,FEMALE,HISPANIC,Karen5037,163,38
2022,MALE,WHITE NON HISPANIC,Christopher5038,162,39
2023,FEMALE,OTHER ETHNICITY,Nancy5039,161,40
2016,MALE,ASIAN AND PACIFIC ISLANDER,James5040,160,41
2017,FEMALE,BLACK NON HISPANIC,Mary5041,159,42
2018,MALE,HISPANIC,Robert5042,158,43
2019,FEMALE,WHITE NON HISPANIC,Patricia5043,157,44
2020,MALE,OTHER ETHNICITY,Michael5044,156,45
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer5045,155,46
2022,MALE,BLACK NON HISPANIC,William5046,154,47
2023,FEMALE,HISPANIC,Linda5047,153,48
2016,MALE,WHITE NON HISPANIC,David5048,152,49
2017,FEMALE,OTHER ETHNICITY,Barbara5049,151,50
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard5050,150,1
2019,FEMALE,BLACK NON HISPANIC,Susan5051,149,2
2020,MALE,HISPANIC,Joseph5052,148,3
2021,FEMALE,WHITE NON HISPANIC,Jessica5053,147,4
2022,MALE,OTHER ETHNICITY,Thomas5054,146,5
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah5055,145,6
2016,MALE,BLACK NON HISPANIC,Charles5056,144,7
2017,FEMALE,HISPANIC,Karen5057,143,8
2018,MALE,WHITE NON HISPANIC,Christopher5058,142,9
2019,FEMALE,OTHER ETHNICITY,Nancy5059,141,10
2020,MALE,ASIAN AND PACIFIC ISLANDER,James5060,140,11
2021,FEMALE,BLACK NON HISPANIC,Mary5061,139,12
2022,MALE,HISPANIC,Robert5062,138,13
2023,FEMALE,WHITE NON HISPANIC,Patricia5063,137,14
2016,MALE,OTHER ETHNICITY,Michael5064,136,15
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer5065,135,16
2018,MALE,BLACK NON HISPANIC,William5066,134,17
2019,FEMALE,HISPANIC,Linda5067,133,18
2020,MALE,WHITE NON HISPANIC,David5068,132,19
2021,FEMALE,OTHER ETHNICITY,Barbara5069,131,20
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard5070,130,21
2023,FEMALE,BLACK NON HISPANIC,Susan5071,129,22
2016,MALE,HISPANIC,Joseph5072,128,23
2017,FEMALE,WHITE NON HISPANIC,Jessica5073,127,24
2018,MALE,OTHER ETHNICITY,Thomas5074,126,25
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah5075,125,26
2020,MALE,BLACK NON HISPANIC,Charles5076,124,27
2021,FEMALE,HISPANIC,Karen5077,123,28
2022,MALE,WHITE NON HISPANIC,Christopher5078,122,29
2023,FEMALE,OTHER ETHNICITY,Nancy5079,121,30
2016,MALE,ASIAN AND PACIFIC ISLANDER,James5080,120,31
2017,FEMALE,BLACK NON HISPANIC,Mary5081,119,32
2018,MALE,HISPANIC,Robert5082,118,33
2019,FEMALE,WHITE NON HISPANIC,Patricia5083,117,34
2020,MALE,OTHER ETHNICITY,Michael5084,116,35
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer5085,115,36
2022,MALE,BLACK NON HISPANIC,William5086,114,37
2023,FEMALE,HISPANIC,Linda5087,113,38
2016,MALE,WHITE NON HISPANIC,David5088,112,39
2017,FEMALE,OTHER ETHNICITY,Barbara5089,111,40
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard5090,110,41
2019,FEMALE,BLACK NON HISPANIC,Susan5091,109,42
2020,MALE,HISPANIC,Joseph5092,108,43
2021,FEMALE,WHITE NON HISPANIC,Jessica5093,107,44
2022,MALE,OTHER ETHNICITY,Thomas5094,106,45
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah5095,105,46
2016,MALE,BLACK NON HISPANIC,Charles5096,104,47
2017,FEMALE,HISPANIC,Karen5097,103,48
2018,MALE,WHITE NON HISPANIC,Christopher5098,102,49
2019,FEMALE,OTHER ETHNICITY,Nancy5099,101,50
2020,MALE,ASIAN AND PACIFIC ISLANDER,James5100,200,1
2021,FEMALE,BLACK NON HISPANIC,Mary5101,199,2
2022,MALE,HISPANIC,Robert5102,198,3
2023,FEMALE,WHITE NON HISPANIC,Patricia5103,197,4
2016,MALE,OTHER ETHNICITY,Michael5104,196,5
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer5105,195,6
2018,MALE,BLACK NON HISPANIC,William5106,194,7
2019,FEMALE,HISPANIC,Linda5107,193,8
2020,MALE,WHITE NON HISPANIC,David5108,192,9
2021,FEMALE,OTHER ETHNICITY,Barbara5109,191,10
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard5110,190,11
2023,FEMALE,BLACK NON HISPANIC,Susan5111,189,12
2016,MALE,HISPANIC,Joseph5112,188,13
2017,FEMALE,WHITE NON HISPANIC,Jessica5113,187,14
2018,MALE,OTHER ETHNICITY,Thomas5114,186,15
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah5115,185,16
2020,MALE,BLACK NON HISPANIC,Charles5116,184,17
2021,FEMALE,HISPANIC,Karen5117,183,18
2022,MALE,WHITE NON HISPANIC,Christopher5118,182,19
2023,FEMALE,OTHER ETHNICITY,Nancy5119,181,20
2016,MALE,ASIAN AND PACIFIC ISLANDER,James5120,180,21
2017,FEMALE,BLACK NON HISPANIC,Mary5121,179,22
2018,MALE,HISPANIC,Robert5122,178,23
2019,FEMALE,WHITE NON HISPANIC,Patricia5123,177,24
2020,MALE,OTHER ETHNICITY,Michael5124,176,25
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer5125,175,26
2022,MALE,BLACK NON HISPANIC,William5126,174,27
2023,FEMALE,HISPANIC,Linda5127,173,28
2016,MALE,WHITE NON HISPANIC,David5128,172,29
2017,FEMALE,OTHER ETHNICITY,Barbara5129,171,30
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard5130,170,31
2019,FEMALE,BLACK NON HISPANIC,Susan5131,169,32
2020,MALE,HISPANIC,Joseph5132,168,33
2021,FEMALE,WHITE NON HISPANIC,Jessica5133,167,34
2022,MALE,OTHER ETHNICITY,Thomas5134,166,35
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah5135,165,36
2016,MALE,BLACK NON HISPANIC,Charles5136,164,37
2017,FEMALE,HISPANIC,Karen5137,163,38
2018,MALE,WHITE NON HISPANIC,Christopher5138,162,39
2019,FEMALE,OTHER ETHNICITY,Nancy5139,161,40
2020,MALE,ASIAN AND PACIFIC ISLANDER,James5140,160,41
2021,FEMALE,BLACK NON HISPANIC,Mary5141,159,42
2022,MALE,HISPANIC,Robert5142,158,43
2023,FEMALE,WHITE NON HISPANIC,Patricia5143,157,44
2016,MALE,OTHER ETHNICITY,Michael5144,156,45
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer5145,155,46
2018,MALE,BLACK NON HISPANIC,William5146,154,47
2019,FEMALE,HISPANIC,Linda5147,153,48
2020,MALE,WHITE NON HISPANIC,David5148,152,49
2021,FEMALE,OTHER ETHNICITY,Barbara5149,151,50
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard5150,150,1
2023,FEMALE,BLACK NON HISPANIC,Susan5151,149,2
2016,MALE,HISPANIC,Joseph5152,148,3
2017,FEMALE,WHITE NON HISPANIC,Jessica5153,147,4
2018,MALE,OTHER ETHNICITY,Thomas5154,146,5
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah5155,145,6
2020,MALE,BLACK NON HISPANIC,Charles5156,144,7
2021,FEMALE,HISPANIC,Karen5157,143,8
2022,MALE,WHITE NON HISPANIC,Christopher5158,142,9
2023,FEMALE,OTHER ETHNICITY,Nancy5159,141,10
2016,MALE,ASIAN AND PACIFIC ISLANDER,James5160,140,11
2017,FEMALE,BLACK NON HISPANIC,Mary5161,139,12
2018,MALE,HISPANIC,Robert5162,138,13
2019,FEMALE,WHITE NON HISPANIC,Patricia5163,137,14
2020,MALE,OTHER ETHNICITY,Michael5164,136,15
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer5165,135,16
2022,MALE,BLACK NON HISPANIC,William5166,134,17
2023,FEMALE,HISPANIC,Linda5167,133,18
2016,MALE,WHITE NON HISPANIC,David5168,132,19
2017,FEMALE,OTHER ETHNICITY,Barbara5169,131,20
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard5170,130,21
2019,FEMALE,BLACK NON HISPANIC,Susan5171,129,22
2020,MALE,HISPANIC,Joseph5172,128,23
2021,FEMALE,WHITE NON HISPANIC,Jessica5173,127,24
2022,MALE,OTHER ETHNICITY,Thomas5174,126,25
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah5175,125,26
2016,MALE,BLACK NON HISPANIC,Charles5176,124,27
2017,FEMALE,HISPANIC,Karen5177,123,28
2018,MALE,WHITE NON HISPANIC,Christopher5178,122,29
2019,FEMALE,OTHER ETHNICITY,Nancy5179,121,30
2020,MALE,ASIAN AND PACIFIC ISLANDER,James5180,120,31
2021,FEMALE,BLACK NON HISPANIC,Mary5181,119,32
2022,MALE,HISPANIC,Robert5182,118,33
2023,FEMALE,WHITE NON HISPANIC,Patricia5183,117,34
2016,MALE,OTHER ETHNICITY,Michael5184,116,35
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer5185,115,36
2018,MALE,BLACK NON HISPANIC,William5186,114,37
2019,FEMALE,HISPANIC,Linda5187,113,38
2020,MALE,WHITE NON HISPANIC,David5188,112,39
2021,FEMALE,OTHER ETHNICITY,Barbara5189,111,40
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard5190,110,41
2023,FEMALE,BLACK NON HISPANIC,Susan5191,109,42
2016,MALE,HISPANIC,Joseph5192,108,43
2017,FEMALE,WHITE NON HISPANIC,Jessica5193,107,44
2018,MALE,OTHER ETHNICITY,Thomas5194,106,45
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah5195,105,46
2020,MALE,BLACK NON HISPANIC,Charles5196,104,47
2021,FEMALE,HISPANIC,Karen5197,103,48
2022,MALE,WHITE NON HISPANIC,Christopher5198,102,49
2023,FEMALE,OTHER ETHNICITY,Nancy5199,101,50
2016,MALE,ASIAN AND PACIFIC ISLANDER,James5200,200,1
2017,FEMALE,BLACK NON HISPANIC,Mary5201,199,2
2018,MALE,HISPANIC,Robert5202,198,3
2019,FEMALE,WHITE NON HISPANIC,Patricia5203,197,4
2020,MALE,OTHER ETHNICITY,Michael5204,196,5
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer5205,195,6
2022,MALE,BLACK NON HISPANIC,William5206,194,7
2023,FEMALE,HISPANIC,Linda5207,193,8
2016,MALE,WHITE NON HISPANIC,David5208,192,9
2017,FEMALE,OTHER ETHNICITY,Barbara5209,191,10
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard5210,190,11
2019,FEMALE,BLACK NON HISPANIC,Susan5211,189,12
2020,MALE,HISPANIC,Joseph5212,188,13
2021,FEMALE,WHITE NON HISPANIC,Jessica5213,187,14
2022,MALE,OTHER ETHNICITY,Thomas5214,186,15
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah5215,185,16
2016,MALE,BLACK NON HISPANIC,Charles5216,184,17
2017,FEMALE,HISPANIC,Karen5217,183,18
2018,MALE,WHITE NON HISPANIC,Christopher5218,182,19
2019,FEMALE,OTHER ETHNICITY,Nancy5219,181,20
2020,MALE,ASIAN AND PACIFIC ISLANDER,James5220,180,21
2021,FEMALE,BLACK NON HISPANIC,Mary5221,179,22
2022,MALE,HISPANIC,Robert5222,178,23
2023,FEMALE,WHITE NON HISPANIC,Patricia5223,177,24
2016,MALE,OTHER ETHNICITY,Michael5224,176,25
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer5225,175,26
2018,MALE,BLACK NON HISPANIC,William5226,174,27
2019,FEMALE,HISPANIC,Linda5227,173,28
